11138:11138,3114,4465,33784,22475,37922,24473,24321,26975,33565
1114:1114,5349,34556,33965,20248,24673,26345,34218,28993,17980
11168:11168,19565,7183,25368,24998,28411,2877,1258,14609,23932
11169:11169,35873,26525,28592,10160,11623,18420,22002,26056,28289
11201:11201,8643,14387,23277,12467,34732,31516,9046,23522,37577
11211:11211,16201,15782,6928,1886,16253,34544,25813,7506,36730
11221:11221,26390,24489,4842,26240,22962,31777,14692,26348,21737
11223:11223,16201,29223,33820,5734,29719,15782,31268,34544,28058
11227:11227,21841,25347,29461,9726,21634,9390,20849,12252,21996
11229:11229,36698,18620,19937,19976,19292,16465,7934,31693,30566
11240:11240,16465,19976,19937,11229,19627,9254,13914,15028,7934
11271:11271,20598,32316,36841,32610,22002,35971,23019,17147,37676
11290:11290,25870,17330,1862,15668,8473,114,2782,32041,20780
11296:11296,28347,1105,24648,34295,21691,20016,37364,6839,3046
11300:11300,24489,34718,30008,4901,12250,22934,4554,2348,236
11316:11316,14651,16076,4199,16365,15645,18170,5048,24948,8763
11340:11340,5949,19737,29597,17619,32382,20224,15336,15310,30959
11348:11348,20870,1231,33538,20977,10088,3989,25368,2877,7183
11367:11367,7224,8674,37595,17468,17222,9630,1053,35308,33257
11383:11383,16614,19435,28695,20246,31177,19645,4466,22533,13866
114:114,12776,25722,22574,34489,18743,4923,1396,17822,27455
11404:11404,34556,28993,17980,9547,26345,18755,24673,8025,34218
11410:11410,26254,4823,8765,11831,14614,32239,26902,4574,26063
11440:11440,1862,11121,22574,18686,187,8473,2965,24844,6309
11448:11448,24473,18923,27786,24321,11544,3741,24938,22840,8690
11458:11458,15124,17815,9046,37025,291,23277,31516,26660,3749
11493:11493,32590,25519,9674,30013,10158,14003,6839,5851,6660
11502:11502,8972,1159,25060,19943,20977,3989,18697,2719,20014
11508:11508,149,34489,5799,9036,2,17330,32506,18743,17822
11522:11522,3046,14887,19506,11602,14003,1374,37364,31513,10669
11542:11542,31158,6481,18730,18123,14776,30711,27368,27318,24053
11543:11543,25642,36730,5101,15782,25813,37103,3326,27339,34497
11544:11544,9474,17128,33784,14205,31787,7279,14285,20994,20948
11555:11555,3079,4522,29582,14835,11973,24808,32239,23171,7934
11557:11557,31653,9730,17980,22840,25357,14205,20959,28361,7279
1159:1159,8972,18697,23920,5506,24097,2719,20977,14532,25368
11602:11602,14003,14887,24557,37728,11296,14908,34906,13884,21522
11619:11619,12175,18687,28352,12586,19292,5042,1886,6928,25100
11623:11623,35971,11913,24253,20598,17147,36235,26056,18420,35873
11690:11690,21246,27814,22962,34013,28390,33173,4282,31262,2414
11699:11699,20014,5506,10088,5739,6484,20977,35989,25368,30073
11704:11704,7847,3749,12857,16901,17459,23277,12511,25092,36410
11718:11718,3256,15684,32422,17980,14299,7200,22840,18548,6718
11727:11727,25368,32337,7183,14609,20977,15591,35989,8927,1231
11764:11764,33257,9630,29597,24379,12174,30703,17222,34146,11985
11765:11765,8783,21186,780,37509,7726,18834,34618,1822,11340
1177:1177,8093,28928,28411,23884,18710,5739,21414,3737,23932
11823:11823,4263,11839,11227,9726,36500,16658,6983,28893,29461
11831:11831,28957,16618,26902,26254,5200,10934,14835,14614,1546
11839:11839,26611,25347,21841,24007,12252,29461,26044,12296,6585
11863:11863,1579,9460,6983,2176,24007,9726,29461,20849,28893
11872:11872,14479,36068,29385,11543,34497,25642,31158,32457,4235
11878:11878,25347,37676,2011,30980,6983,26056,23238,21996,21931
11885:11885,848,14034,36213,3944,507,28672,2624,21124,21715
1190:1190,17970,1216,6717,1820,24952,24175,20014,7945,23920
11913:11913,35971,25347,20849,24958,29461,4263,21996,21634,36235
11929:11929,6585,26611,23221,12183,6983,11839,37116,36500,3980
11937:11937,27279,37025,33709,2524,17815,37756,15880,28074,12240
11943:11943,8009,5923,17665,1027,32960,11094,848,852,19946
11948:11948,7216,26422,1396,34527,30617,9466,17330,25291,20814
11951:11951,26406,26376,14034,9490,26884,15310,28156,780,6636
11973:11973,3079,37676,24808,36082,15636,23171,7945,9390,31297
11985:11985,13613,29597,32680,20004,31259,6954,24893,24379,31106
12:12,20340,13197,13932,6127,7085,25803,34146,13068,8089
12039:12039,29719,31159,4235,16201,17406,17185,34497,37695,33820
1208:1208,31247,4156,27279,9657,19145,2524,14315,34568,6408
12113:12113,5200,29731,14086,29582,4574,37808,26611,19976,4492
12144:12144,18849,17974,33173,26546,15828,7290,27836,21737,9108
12157:12157,32989,6066,9401,23299,9,17929,34544,32785,20962
1216:1216,17970,21186,7726,23920,1190,4345,7945,30546,2690
12174:12174,29597,19737,14559,8674,7224,26025,22626,33102,16146
12175:12175,18123,18687,4348,12204,31159,11619,3701,10907,13444
12183:12183,21634,13918,19998,2011,27286,35971,21996,17147,6732
12204:12204,13444,33820,27181,21733,15782,14187,7414,3967,10750
12222:12222,5806,12039,6963,36730,22481,27181,12879,22732,14173
12229:12229,29385,3326,14835,15668,23221,20581,30897,35971,12699
12240:12240,21246,33709,7663,17140,34718,2524,30514,26449,29372
12250:12250,33964,26390,4865,2348,13835,22934,4554,14315,2414
12252:12252,25347,24007,28893,20849,21841,21634,37676,29461,6732
12254:12254,27769,2434,7973,16253,21733,19910,22896,5734,34544
12262:12262,15636,29759,37676,25839,14835,25347,15391,32610,4939
12269:12269,5582,36082,21931,18077,15636,20499,35873,14835,25685
12286:12286,9390,26036,16658,32955,21996,4263,30178,37702,9726
12294:12294,21733,14187,3645,13444,2525,27181,29719,7414,12204
12296:12296,27286,30980,9726,12252,24007,17211,1579,28893,26044
12305:12305,1039,21567,7934,31693,16465,7841,19976,19292,3260
1231:1231,25368,14609,23932,7183,11168,8927,32337,34181,30073
12321:12321,1518,1400,1105,30762,1353,13410,8905,24863,24580
12332:12332,27864,1301,9108,26513,398,33964,24124,29362,37494
1234:1234,24952,23920,19943,17970,5506,11973,1820,1240,36082
12370:12370,28558,29159,10595,15302,6860,6455,4531,37421,3749
1240:1240,6717,32432,23932,36306,12810,5506,6484,6260,7183
12406:12406,12204,13444,14187,2525,37695,3967,10750,27181,22732
12408:12408,14187,19910,7414,23640,2525,12204,13444,3967,37695
12414:12414,29611,30566,19089,17958,28592,24835,3437,7509,8106
12467:12467,28060,34732,23277,9046,14387,1959,11201,31516,291
12472:12472,34667,27836,5910,8877,21912,221,352,7488,19145
12486:12486,7221,34038,8479,19281,34146,8800,20714,9630,26025
12496:12496,13609,8877,12642,34667,27836,15828,12717,13194,21912
12511:12511,16352,25813,31268,34544,14159,15782,36302,25092,5734
12522:12522,22934,11300,24489,26390,28099,28468,13835,34718,4554
12553:12553,2524,14649,5808,22007,28074,28650,33169,22841,14126
12565:12565,2907,10633,20373,13342,2434,15782,17406,19910,10907
1258:1258,17104,3737,19151,28411,23932,7183,28206,5739,16047
12586:12586,27206,32564,18170,18687,31076,36030,6917,28352,12204
12599:12599,18849,27836,33173,34055,1905,20962,3008,12717,10315
12613:12613,5307,2434,31159,27318,22732,5806,29719,4348,9503
12642:12642,12717,34055,34667,7488,27836,5910,8877,14158,1905
12674:12674,21715,15336,26884,2825,20711,19946,21124,2624,8718
12696:12696,17140,25635,18533,34718,24730,6633,12240,7735,6668
12699:12699,29759,21841,12183,26611,23171,31297,21996,25347,15249
12706:12706,34718,9632,15880,23676,2524,6659,6408,30514,9021
12711:12711,15880,9657,14315,27279,7663,34568,29372,10224,28468
12717:12717,34667,12642,7488,13609,27836,5910,34055,3008,20962
12723:12723,25685,4522,32955,9390,30178,26848,35971,12183,13918
12736:12736,22076,2921,25357,10768,25801,30368,9077,14282,32422
12757:12757,6777,19909,21567,14038,14832,25695,5604,20959,11557
12763:12763,26498,12467,28060,291,20346,34121,31807,4531,33745
12770:12770,22587,291,10084,12763,26498,33745,31807,23277,10556
12776:12776,1396,9466,34489,7216,22574,5799,27455,13582,6309
12788:12788,27455,13582,14813,12776,6309,18743,7192,114,34489
1279:1279,6717,35248,8081,12810,21389,27041,10434,4399,35395
12805:12805,18834,35324,4345,780,32429,18387,13018,33698,11340
12810:12810,8081,24175,27041,35395,1279,21389,4759,6260,35248
12847:12847,9512,16362,11000,36302,15017,2236,12039,37103,33820
12857:12857,23277,18289,1301,25333,17815,27864,23209,7290,29362
12869:12869,12511,19375,12240,17815,30719,35072,37270,12857,34837
12876:12876,20714,3997,30883,35198,26025,9630,24379,7039,19510
12879:12879,12222,22732,5806,6963,29385,5307,27181,14173,33820
1293:1293,1177,28928,21414,26032,25424,9544,5739,21091,23932
12961:12961,27242,32632,29325,34218,24437,21567,30130,7279,10166
12997:12997,4901,15880,32664,7663,24489,28099,2524,17424,34718
1301:1301,34055,1905,24124,7488,31095,28468,19145,24489,4865
13018:13018,780,33698,30546,30959,11340,4345,13462,15310,5003
13023:13023,28361,20035,20994,22840,31787,7279,26270,11544,1864
13057:13057,4531,12763,28484,10084,10511,35406,16538,9046,23522
13068:13068,34038,22626,29597,18010,34146,12174,36586,32680,3997
13146:13146,1862,18686,35793,35298,9767,12776,9466,2,22574
13160:13160,36287,37712,37797,16362,29385,32457,31268,12039,17342
13194:13194,19933,20962,27836,14158,34275,13609,12642,15788,12717
13197:13197,9630,17222,13932,34146,1053,13992,20004,7224,13613
13228:13228,13811,8473,5466,2782,21611,22903,18686,37055,32041
13229:13229,3046,1374,26531,37364,34598,32244,11522,32667,15268
13234:13234,18056,4263,20499,23652,8509,29461,32955,35971,23054
1325:1325,24580,3416,3541,7922,1400,24863,18214,24648,1472
13272:13272,32231,22130,35604,17753,20169,7847,27916,15526,8029
13277:13277,7506,2746,27339,31159,24562,19910,13444,12204,29866
133:133,37269,22793,16253,16352,14159,25092,5533,12511,22454
13341:13341,9254,11543,2227,15782,33412,21001,5734,13342,20939
13342:13342,12565,20373,2907,15782,2434,10907,36730,17406,18170
134:134,22244,8473,1862,25722,17330,22417,2,6557,10623
13410:13410,1105,12321,8905,24648,34906,20670,18045,1400,11602
13423:13423,18730,7414,12204,27368,13444,6481,34544,14187,7973
13444:13444,12204,33820,14187,29719,21733,7414,3967,27318,37695
13462:13462,32429,9490,11340,13018,33698,1027,780,20330,28031
13471:13471,18645,32457,10907,16201,24562,33820,12204,2525,4348
13474:13474,22738,28411,1231,23932,25368,26032,8972,14609,2719
13476:13476,12250,20904,26546,7663,13835,35035,22091,20611,29436
13480:13480,22221,21522,13229,29208,29138,28347,1105,25811,1463
13504:13504,1822,34618,26723,7798,32382,33102,24379,7224,13068
13505:13505,27836,15788,352,9401,21596,362,5910,12496,37025
1353:1353,20863,18214,30762,9853,21305,14495,29439,34991,1105
13562:13562,3741,14205,15684,32422,11557,24321,20768,7200,22840
13582:13582,27455,6309,149,34489,14813,12776,9466,5799,114
13609:13609,12717,21912,27836,34667,12496,29372,362,18865,13194
13613:13613,32680,30341,20004,29014,34146,19312,33257,29597,8089
13650:13650,32564,9061,7061,35585,16365,34141,1052,27206,15017
13705:13705,10169,1717,37085,15295,11544,13918,37417,20994,12699
13714:13714,1105,24648,1400,28347,34598,11602,22170,11296,37364
13720:13720,22091,18568,9934,11300,30008,19265,4554,3225,15053
13722:13722,24473,20994,37922,33784,18734,3114,31653,20959,21077
1374:1374,3046,37364,32244,34906,31513,14887,19506,8758,29208
13762:13762,19827,15661,1820,15391,10426,15675,12305,24808,8765
13781:13781,17705,15066,37595,17468,5175,29736,8712,30703,32113
13785:13785,31513,11602,24023,24557,22259,1466,14887,22227,19050
13791:13791,30703,13932,30341,37515,17222,20004,13613,13992,11985
13792:13792,34568,9021,14315,12250,6659,13835,6408,2414,28074
13795:13795,30566,27632,29538,17958,36082,29582,31715,37607,24808
13797:13797,4531,35124,28484,21063,26710,23209,12763,10556,37577
13811:13811,8473,16758,31134,2782,32041,5466,18686,1862,21611
13815:13815,18686,17822,34527,6557,26474,17330,5799,18743,22574
13835:13835,22934,26390,4865,12250,33964,2414,236,34568,2348
13866:13866,31921,20959,28695,37120,32094,23256,25031,31787,20994
13873:13873,37439,31712,6631,19521,1466,29208,35125,32244,14973
13884:13884,22035,18045,14887,28347,15268,3046,14973,21727,37364
13904:13904,2907,34141,1814,8792,19292,14435,18170,7061,34490
13910:13910,17185,14451,31159,29866,29719,34497,32009,12039,22732
13914:13914,35971,15249,23238,9390,24253,25839,17147,26611,32955
13918:13918,12183,6732,15675,1805,28957,30433,35971,24958,14835
13932:13932,20654,30341,16423,17222,1021,30703,24893,13992,12
13943:13943,10252,36213,18387,14508,1027,21186,19107,32429,5923
1396:1396,7216,26474,12776,20814,25291,22574,9466,22417,6309
13973:13973,18901,14495,30013,29208,7483,35812,1463,29439,18856
13992:13992,16423,30341,7085,1021,30703,20654,13613,24893,8712
1400:1400,1105,18901,24648,12321,24580,11296,30762,15268,14495
14003:14003,11602,14887,22227,31513,1499,25238,3046,15714,1374
14011:14011,7224,7039,35312,1021,1046,11985,18010,14559,31106
14034:14034,1027,15310,5949,20711,36213,9490,21124,8718,507
14038:14038,6777,21077,31921,20959,20994,20948,33565,37316,8690
14047:14047,19910,16253,2434,37103,22313,34544,37695,2525,16362
14049:14049,30640,29492,7414,15782,23075,3701,29385,16352,12408
1407:1407,30013,1499,11602,30228,23155,31513,34991,32667,37728
14086:14086,21931,5582,4574,30433,8509,18077,36082,5200,12269
14113:14113,32337,15591,24998,10873,14864,19565,11727,35074,29583
14126:14126,16161,3225,2132,14649,28650,11300,24509,2524,2307
14158:14158,20962,12642,27836,13194,19302,5910,7488,21596,34667
14159:14159,6928,1886,25813,2434,16201,16253,33412,29719,25092
14168:14168,4759,17762,28928,17104,5739,23932,25368,3737,28411
14173:14173,12222,5806,12879,22481,7414,33820,5307,29385,27181
14187:14187,12204,15859,24562,13444,34544,27368,2525,7414,12294
14205:14205,37078,10682,35909,27427,25725,11718,14285,10166,24437
14219:14219,1027,29153,28672,18698,17665,36213,34597,2690,11094
1424:1424,6899,22593,4097,21730,10575,18856,26930,3713,30013
14244:14244,780,15336,21186,5949,34799,15310,11340,13018,23709
14273:14273,13613,20340,6127,17834,30883,34146,30341,24893,34038
14282:14282,13562,19509,9256,7279,27304,25801,7000,5993,9077
14285:14285,3114,4466,21077,34808,7000,26282,17128,33784,31921
14299:14299,3256,20342,6028,7200,15684,18548,28993,25357,1772
14315:14315,26390,12711,9657,2524,4865,12250,34568,6408,13835
14317:14317,8674,26025,22626,32960,12174,14559,28428,1038,1053
14339:14339,7798,36586,34146,9483,14559,33257,30883,24379,7085
14387:14387,11201,12467,9046,34732,23277,28060,31516,10556,37577
14408:14408,25393,19705,33846,1027,32429,35324,5949,7113,4695
14435:14435,13904,19292,16365,12305,2907,31693,16804,18170,34490
14451:14451,27181,31268,6963,22732,12879,5806,17185,12222,13910
14479:14479,36068,34497,33820,29385,25813,32457,28940,13471,23834
14490:14490,23336,26474,15052,17330,7216,24038,32506,30617,1396
14495:14495,29138,11602,21730,37439,13873,26930,1353,19464,26531
145:145,33429,5734,31268,7153,12039,5307,2525,27368,4348
14508:14508,1027,7726,32382,21124,21187,5949,15310,36213,507
14524:14524,37577,23209,6455,4531,23247,18153,21063,20346,8509
14532:14532,23920,37085,1159,25470,28156,18769,8972,5506,18387
14559:14559,7224,9630,17222,19312,34146,22626,26025,33102,34038
14582:14582,17980,28993,8025,9824,11404,16218,5884,34556,25695
14609:14609,28411,25368,1231,11727,32337,11168,33579,8927,7183
14614:14614,28957,14835,15391,5200,12262,30433,7945,17886,15661
1462:1462,22601,21996,9390,6585,11863,9726,24958,9460,23652
1463:1463,1562,30013,3046,23791,32667,34991,10669,20863,1499
1464:1464,13462,20780,28031,20330,23920,24713,33619,30959,24379
14649:14649,37724,33169,15053,28650,11300,24489,28074,3589,22841
14651:14651,11316,16076,4199,16365,15645,24948,6297,5048,31159
1466:1466,22259,13785,22227,14887,4097,8728,25414,11602,34906
14678:14678,11458,15124,3749,37577,23209,165,17505,1977,7663
14692:14692,34718,22934,20904,12250,21737,22091,18533,31348,18438
14694:14694,9401,34007,9547,17980,4813,23015,32785,4213,24290
14697:14697,18755,24673,17293,17929,23299,36464,3320,26345,4588
1472:1472,24863,18901,7922,24580,1325,20500,34598,26531,29208
14761:14761,26044,20849,1579,2011,26329,27286,36235,11878,21634
14776:14776,12613,27318,18123,30711,29719,31159,12039,17185,18730
1478:1478,18214,13229,30762,35812,1105,1463,23082,7922,1353
14786:14786,34300,8150,17483,15310,13018,9,20330,673,2706
14804:14804,7922,18901,1472,14495,24863,24580,20500,3541,34598
14813:14813,27455,13582,1396,6309,34489,9036,26422,18743,12788
14832:14832,24995,11557,24473,32094,8690,27153,36954,33784,26975
14835:14835,24958,17147,32610,22002,35971,36082,25347,36235,17496
14836:14836,17330,1396,9767,21187,35793,30617,15668,8473,32506
14854:14854,21567,14205,20768,18144,11557,12254,22840,17010,24437
14864:14864,22738,11168,14113,32337,15591,2877,24998,19565,14609
14881:14881,11300,12522,13720,31015,34718,30008,236,4901,2348
14887:14887,11602,14003,22227,13785,3046,37364,31513,32244,1374
149:149,9466,10623,18743,6557,1396,22244,22574,13146,9749
14908:14908,19050,31513,19521,13785,37486,19464,11602,21691,37364
14913:14913,23336,15052,32402,5225,32506,17330,14490,20814,17505
14956:14956,1822,8674,33257,31259,12174,22626,1046,34146,18010
14959:14959,1021,34146,11985,17222,33257,17267,33102,7224,7085
14973:14973,11296,19506,32904,6839,34906,19050,22035,17796,37703
1499:1499,19506,3046,4097,10669,14003,31513,11296,32244,1374
15011:15011,25360,4531,37577,22755,12763,33745,3749,21063,18153
15015:15015,221,12250,2348,27279,4865,33964,13835,24124,26390
15017:15017,5857,7061,16365,4199,13650,35585,33846,32564,16618
15028:15028,23171,24808,2173,8509,35884,18077,36235,23238,14835
15043:15043,1396,35793,7216,13582,27455,26422,8473,17330,23215
15052:15052,23336,20814,25291,15668,20780,17330,8473,5225,32402
15053:15053,28074,11300,21172,19265,3225,26390,13835,9021,398
15066:15066,6954,5175,17468,7224,15689,7221,8712,29286,34038
15124:15124,17815,9046,37577,11458,31516,23209,21001,21063,291
1515:1515,6659,34568,6408,27279,31095,2524,29372,9632,26390
15165:15165,28940,29719,29223,27368,4356,37103,18123,7153,32457
1518:1518,13410,12321,36178,8905,1105,30762,25519,24863,9853
15195:15195,2434,12565,31159,16362,15782,15645,13342,20373,27769
15204:15204,19943,6484,4043,18697,25060,20464,23932,34181,5506
15249:15249,12699,26611,35971,9390,9460,25347,9726,21841,26044
15268:15268,22035,24648,34906,21691,3046,20016,17796,34295,11602
15290:15290,17467,23336,32402,15668,25870,15052,5225,14490,32506
15295:15295,18255,10169,33784,6613,33565,3114,35972,20959,20994
15302:15302,22755,4531,37577,31397,20346,34121,26660,3749,34837
15310:15310,1027,5949,28031,14034,16464,20330,11340,9490,507
15336:15336,30546,7726,780,34799,23709,30959,2825,15310,21186
15391:15391,7945,18682,22002,23171,15675,12183,12262,14835,24808
15407:15407,30617,21187,13650,18686,32610,8473,32506,6448,21407
1546:1546,17937,23652,15391,7945,15675,15636,19998,12252,14835
1547:1547,9674,14495,21730,26930,30013,30228,32966,29138,1353
1551:1551,13471,24562,29223,32457,5734,15859,7506,28058,36730
15520:15520,2719,17617,28411,20977,25368,23932,8093,5739,10873
15526:15526,35604,27181,7414,14187,34544,27318,7973,12406,12204
15548:15548,26781,30510,16972,16901,1042,32333,9,35487,33977
15579:15579,26525,35873,21931,28289,24253,12269,36082,22002,10160
15587:15587,23920,3079,1240,27788,32432,1234,24952,17970,24175
15591:15591,32337,14113,11727,35074,20286,17104,14609,22738,14864
1562:1562,23155,29439,30013,11602,1463,31712,10669,3046,32667
15636:15636,35971,35873,17147,14835,9390,12262,21931,36235,31297
15645:15645,11316,12565,14651,15782,16076,17185,31159,4199,16201
15661:15661,15675,20598,28957,11271,35971,28592,23019,23171,8765
15668:15668,17467,25291,20814,20780,15052,23336,17330,26474,23215
15675:15675,18682,24808,13918,28957,15391,20598,11271,12183,35884
15682:15682,33866,27864,37577,23209,10074,21596,21001,24124,24489
15684:15684,9256,3256,28102,32422,19000,10682,14205,11718,25357
15689:15689,9630,15066,34146,32680,19312,31106,14559,11985,1021
15714:15714,14003,32244,31513,22227,19506,14887,1374,21522,6631
15782:15782,7506,16362,5307,25813,5734,16201,36730,2434,33820
15788:15788,30111,18865,27836,13194,362,12496,26136,13609,17974
1579:1579,26044,29461,20849,9390,9726,4263,17211,30980,21996
1582:1582,28033,37061,13018,5003,15310,2706,21187,20330,7423
15824:15824,33964,12250,10547,33173,31095,2414,10224,24489,27864
15828:15828,34297,18849,27836,8877,21912,12496,7663,12144,34667
15843:15843,4097,22593,36465,8136,37058,6899,9537,18856,3713
15859:15859,12204,30676,5734,6679,13444,1551,5101,7414,24562
1586:1586,9612,24844,114,36608,17822,18880,1862,12788,33259
1587:1587,16614,20994,31927,37316,20959,16802,31921,31177,29237
15880:15880,12711,27279,34568,6659,37756,1515,6408,28099,9632
15927:15927,19622,4531,23209,35124,264,8643,34121,13797,20346
15972:15972,31348,4842,27864,26449,22962,12240,26546,17974,21246
15993:15993,21348,31159,18123,8792,36415,32044,16076,10633,7061
16014:16014,17968,28265,14339,35308,13197,9630,36082,14559,17958
16017:16017,23884,3857,9068,18769,26364,18710,19673,29298,27407
1604:1604,22481,12222,145,25813,27368,24562,22896,14479,29385
16047:16047,19151,28206,21091,1258,3737,30073,5739,21414,8927
16055:16055,30228,11522,22227,21515,22259,36898,36465,28395,23085
16056:16056,16465,16770,11271,14835,26611,36510,7945,19976,12699
16076:16076,16365,11316,14651,21348,9058,4199,32044,20373,7773
16132:16132,4263,9390,15636,1579,11878,21931,23652,20499,29461
16146:16146,1822,14559,20004,29597,14956,34146,19312,25434,6954
16161:16161,28650,14649,24509,33169,3589,11300,9088,1301,1905
16171:16171,28156,13462,1013,3944,20711,823,26406,26884,8718
16201:16201,36730,33820,29385,12039,15782,29719,7153,34497,7506
16218:16218,9824,25695,31171,14582,10166,24290,17980,34556,28993
16253:16253,1886,6928,19910,2434,34544,13444,14047,5734,37695
16314:16314,15645,25813,14158,15782,21001,9254,11211,3515,21063
1632:1632,15993,21348,19955,8792,16076,9061,10476,13277,1886
16352:16352,4235,36302,14159,16362,25813,31268,16201,31158,5734
16362:16362,25813,34544,2434,16253,15782,37103,5734,33820,31158
16365:16365,5048,4199,16076,8763,11316,14651,24948,6448,27206
16375:16375,10084,28484,37577,21063,239,13797,165,264,35124
16415:16415,4531,35124,34121,10556,13797,26710,165,19622,31807
16423:16423,13992,30341,30703,12,8712,20340,7085,11985,14273
16428:16428,30762,20863,3046,1463,2848,30149,32667,28550,21305
16430:16430,780,5003,2706,17483,17010,20224,15310,16464,35258
16464:16464,15310,1027,507,21124,11340,33698,5949,17483,14508
16465:16465,19089,31693,12305,1039,29582,7934,19976,19292,28957
16474:16474,10160,26611,23221,26036,23238,9390,20499,15636,32239
16481:16481,16618,31693,30546,3105,7934,15336,19510,12305,15017
165:165,35124,10556,34121,3749,12763,23209,31516,26710,37577
16528:16528,13444,27368,34544,12204,12039,23174,30676,15859,14187
16538:16538,12763,28484,9046,291,22755,26660,31516,7847,13057
16603:16603,17147,15579,5200,14835,36082,5582,8509,18420,18077
16614:16614,4466,31921,20246,33565,28695,37316,31177,27153,20948
16618:16618,11831,32429,16481,15017,11340,30546,780,27788,14835
16642:16642,14582,14205,28102,18923,15684,19000,22840,17128,3741
16648:16648,15668,13815,24038,7216,26474,18686,25870,23215,24659
16652:16652,17937,1546,7189,36510,26611,1075,21841,23652,36235
16658:16658,9390,26036,29461,9726,4263,3980,37116,28893,21996
